none,32,5,20.950000
none,32,6,23.070000
none,32,7,16.520000
none,32,8,19.820000
none,32,9,18.830000
none,40,1,15.850000
none,40,10,16.420000
none,40,11,12.860000
none,40,12,17.520000
none,40,13,15.780000
none,40,14,13.470000
none,40,15,17.290000
none,40,16,14.930000
none,40,17,17.620000
none,40,18,13.420000
none,40,19,18.120000
none,40,2,15.490000
none,40,20,13.020000
none,40,21,18.050000
none,40,22,16.490000
none,40,23,17.550000
none,40,24,17.510000
none,40,25,16.530000
none,40,26,16.450000
none,40,27,15.110000
none,40,28,18.230000
none,40,29,17.180000
none,40,3,15.020000
none,40,30,12.380000
none,40,4,17.930000
none,40,5,18.390000
none,40,6,17.340000
none,40,7,17.630000
none,40,8,18.390000
none,40,9,18.890000
none,48,1,15.100000
none,48,10,14.030000
none,48,11,14.910000
none,48,12,15.790000
none,48,13,15.120000
none,48,14,14.060000
none,48,15,13.600000
none,48,16,13.570000
none,48,17,15.550000
none,48,18,14.550000
none,48,19,14.760000
none,48,2,14.070000
none,48,20,15.600000
none,48,21,11.720000
none,48,22,13.810000
none,48,23,13.960000
none,48,24,11.950000
none,48,25,15.990000
none,48,26,14.810000
none,48,27,13.980000
none,48,28,13.950000
none,48,29,14.330000
none,48,3,15.020000
none,48,30,14.770000
none,48,4,13.860000
none,48,5,14.590000
none,48,6,16.240000
none,48,7,14.860000
none,48,8,15.140000
none,48,9,13.720000
none,56,1,10.790000
none,56,10,11.270000
none,56,11,13.300000
none,56,12,11.570000
none,56,13,12.220000
none,56,14,11.810000
none,56,15,11.590000
none,56,16,12.400000
none,56,17,12.110000
none,56,18,12.180000
none,56,19,11.300000
none,56,2,12.080000
none,56,20,12.730000
none,56,21,11.920000
none,56,22,12.360000
none,56,23,10.960000
none,56,24,13.310000
none,56,25,11.850000
none,56,26,11.620000
none,56,27,13.460000
none,56,28,12.860000
none,56,29,10.630000
none,56,3,12.330000
none,56,30,12.710000
none,56,4,12.040000
none,56,5,12.410000
none,56,6,9.850000
none,56,7,11.300000
none,56,8,12.230000
none,56,9,10.290000
none,64,1,11.300000
none,64,10,9.630000
none,64,11,10.320000
none,64,12,9.370000
none,64,13,9.630000
none,64,14,10.100000
none,64,15,10.730000
none,64,16,10.100000
none,64,17,10.380000
none,64,18,8.800000
none,64,19,9.910000
none,64,2,9.390000
none,64,20,10.430000
none,64,21,8.970000
none,64,22,9.140000
none,64,23,9.990000
none,64,24,9.480000
none,64,25,9.200000
none,64,26,10.430000
none,64,27,10.760000
none,64,28,10.380000
none,64,29,8.740000
none,64,3,9.260000
none,64,30,9.100000
none,64,4,10.920000
none,64,5,11.440000
none,64,6,9.880000
none,64,7,11.040000
none,64,8,10.440000
none,64,9,10.980000
none,8,1,34.210000
none,8,10,38.050000
none,8,11,56.950000
none,8,12,43.340000
none,8,13,40.700000
none,8,14,41.070000
none,8,15,36.380000
none,8,16,49.950000
none,8,17,54.130000
none,8,18,57.230000
none,8,19,55.040000
none,8,2,48.920000
none,8,20,54.010000
none,8,21,39.070000
none,8,22,58.220000
none,8,23,46.560000
none,8,24,32.090000
none,8,25,52.840000
none,8,26,46.530000
none,8,27,54.610000
none,8,28,48.800000
none,8,29,55.650000
none,8,3,44.640000
none,8,30,53.170000
none,8,4,49.580000
none,8,5,58.710000
none,8,6,49.550000
none,8,7,49.700000
none,8,8,43.620000
none,8,9,55.970000
